COUNTRY,FECHA,CONTAGIADOS,FALLECIDOS,RECUPERADOS,HOSPITALIZADOS,UCIs
EL SALVADOR,25/04/2020,24,0,8,0,0
EL SALVADOR,26/04/2020,25,0,6,0,0
EL SALVADOR,27/04/2020,22,0,8,0,0
EL SALVADOR,28/04/2020,32,1,9,0,0
EL SALVADOR,29/04/2020,18,0,12,0,0
EL SALVADOR,30/04/2020,29,1,6,0,0
EL SALVADOR,01/05/2020,22,0,14,0,0
EL SALVADOR,02/05/2020,44,1,16,0,0
EL SALVADOR,03/05/2020,65,1,26,0,0
EL SALVADOR,04/05/2020,32,1,21,0,0
EL SALVADOR,05/05/2020,46,1,18,0,0
EL SALVADOR,06/05/2020,62,1,26,0,0
EL SALVADOR,07/05/2020,47,0,12,0,0
EL SALVADOR,08/05/2020,42,1,19,0,0
EL SALVADOR,09/05/2020,105,1,17,0,0
EL SALVADOR,10/05/2020,69,0,32,0,0
EL SALVADOR,11/05/2020,40,1,24,0,0
EL SALVADOR,12/05/2020,39,2,25,0,0
EL SALVADOR,13/05/2020,75,0,31,0,0
EL SALVADOR,14/05/2020,98,3,11,0,0
EL SALVADOR,15/05/2020,55,2,25,0,0
EL SALVADOR,16/05/2020,73,2,21,0,0
EL SALVADOR,17/05/2020,75,3,12,0,0
EL SALVADOR,18/05/2020,85,0,28,0,0
EL SALVADOR,19/05/2020,73,1,29,0,0
EL SALVADOR,20/05/2020,69,1,9,0,0
EL SALVADOR,21/05/2020,85,1,22,0,0
EL SALVADOR,22/05/2020,94,0,8,0,0
EL SALVADOR,23/05/2020,96,2,24,0,0
EL SALVADOR,24/05/2020,68,0,104,0,0
EL SALVADOR,25/05/2020,59,1,89,0,0
EL SALVADOR,26/05/2020,67,1,86,0,0
EL SALVADOR,27/05/2020,85,2,129,0,0
EL SALVADOR,28/05/2020,84,3,13,0,0
EL SALVADOR,29/05/2020,117,2,11,0,0
EL SALVADOR,30/05/2020,122,2,14,0,0
EL SALVADOR,31/05/2020,65,0,23,0,0
EL SALVADOR,01/06/2020,71,0,53,0,0
EL SALVADOR,02/06/2020,52,3,63,0,0
EL SALVADOR,03/06/2020,76,2,29,0,0
EL SALVADOR,04/06/2020,68,2,41,0,0
EL SALVADOR,05/06/2020,85,0,32,0,0
EL SALVADOR,06/06/2020,81,0,24,0,0
EL SALVADOR,07/06/2020,89,2,56,0,0
EL SALVADOR,08/06/2020,87,3,52,0,0
EL SALVADOR,09/06/2020,83,2,25,0,0
EL SALVADOR,10/06/2020,99,4,59,0,0
EL SALVADOR,11/06/2020,108,4,90,0,0
EL SALVADOR,12/06/2020,122,4,151,0,0
EL SALVADOR,13/06/2020,117,0,99,0,0
EL SALVADOR,14/06/2020,106,2,75,0,0
EL SALVADOR,15/06/2020,115,2,129,0,0
EL SALVADOR,16/06/2020,125,2,96,0,0
EL SALVADOR,17/06/2020,134,4,98,0,0
EL SALVADOR,18/06/2020,129,4,75,0,0
EL SALVADOR,19/06/2020,146,7,139,0,0
EL SALVADOR,20/06/2020,151,5,86,0,0
EL SALVADOR,21/06/2020,182,9,120,0,0
EL SALVADOR,22/06/2020,165,6,159,0,0
EL SALVADOR,23/06/2020,177,6,110,0,0
EL SALVADOR,24/06/2020,186,7,192,0,0
EL SALVADOR,25/06/2020,181,7,175,0,0
EL SALVADOR,26/06/2020,210,10,156,0,0
EL SALVADOR,27/06/2020,207,9,110,0,0
EL SALVADOR,28/06/2020,239,12,91,0,0
EL SALVADOR,29/06/2020,265,10,122,0,0
EL SALVADOR,30/06/2020,298,8,194,0,0
EL SALVADOR,01/07/2020,264,9,151,0,0
EL SALVADOR,02/07/2020,267,11,153,0,0
EL SALVADOR,03/07/2020,240,8,166,0,0
EL SALVADOR,04/07/2020,270,7,139,0,0
EL SALVADOR,05/07/2020,250,6,157,0,0
EL SALVADOR,06/07/2020,280,6,199,0,0
EL SALVADOR,07/07/2020,259,6,204,0,0
EL SALVADOR,08/07/2020,278,8,156,0,0
EL SALVADOR,09/07/2020,298,6,139,0,0
EL SALVADOR,10/07/2020,249,5,88,0,0
EL SALVADOR,11/07/2020,283,6,118,0,0
EL SALVADOR,12/07/2020,304,7,98,0,0
EL SALVADOR,13/07/2020,325,11,187,0,0
EL SALVADOR,14/07/2020,342,8,201,0,0
EL SALVADOR,15/07/2020,312,12,137,0,0
EL SALVADOR,16/07/2020,250,11,165,0,0
EL SALVADOR,17/07/2020,301,15,138,0,0
EL SALVADOR,18/07/2020,338,11,145,0,0
EL SALVADOR,19/07/2020,361,9,126,0,0
EL SALVADOR,20/07/2020,375,8,134,0,0
EL SALVADOR,21/07/2020,393,11,154,0,0
EL SALVADOR,22/07/2020,402,9,157,0,0
EL SALVADOR,23/07/2020,415,7,139,0,0
EL SALVADOR,24/07/2020,429,11,134,0,0
EL SALVADOR,25/07/2020,409,10,99,0,0
EL SALVADOR,26/07/2020,405,8,130,0,0
EL SALVADOR,27/07/2020,411,9,125,0,0
EL SALVADOR,28/07/2020,395,13,168,0,0
EL SALVADOR,29/07/2020,389,9,135,0,0
EL SALVADOR,30/07/2020,402,9,156,0,0
EL SALVADOR,31/07/2020,418,11,133,0,0
EL SALVADOR,01/08/2020,398,8,139,0,0
EL SALVADOR,02/08/2020,395,10,175,0,0
EL SALVADOR,03/08/2020,419,9,36,0,0
EL SALVADOR,04/08/2020,439,12,266,0,0
EL SALVADOR,05/08/2020,425,15,125,0,0
EL SALVADOR,06/08/2020,418,7,143,0,0
EL SALVADOR,07/08/2020,434,16,136,0,0
EL SALVADOR,08/08/2020,445,13,111,0,0
EL SALVADOR,09/08/2020,449,14,26,0,0
EL SALVADOR,10/08/2020,397,7,223,0,0
EL SALVADOR,11/08/2020,375,7,181,0,0
EL SALVADOR,12/08/2020,349,7,198,0,0
EL SALVADOR,13/08/2020,321,11,201,0,0
EL SALVADOR,14/08/2020,305,8,163,0,0
EL SALVADOR,15/08/2020,293,9,189,0,0
EL SALVADOR,16/08/2020,281,6,170,0,0
EL SALVADOR,17/08/2020,269,7,202,0,0
EL SALVADOR,18/08/2020,255,8,209,0,0
EL SALVADOR,19/08/2020,247,7,40,0,0
EL SALVADOR,20/08/2020,236,6,353,0,0
EL SALVADOR,21/08/2020,220,8,240,0,0
EL SALVADOR,22/08/2020,202,7,225,0,0
EL SALVADOR,23/08/2020,189,8,246,0,0
EL SALVADOR,24/08/2020,175,9,225,,
EL SALVADOR,25/08/2020,154,9,329,,
EL SALVADOR,26/08/2020,144,7,245,,
EL SALVADOR,27/08/2020,131,8,279,,
EL SALVADOR,28/08/2020,122,6,229,,
EL SALVADOR,29/08/2020,98,5,214,,
EL SALVADOR,30/08/2020,94,4,279,,
EL SALVADOR,31/08/2020,91,7,278,,
GUATEMALA,13/03/2020,1,0,0,0,
GUATEMALA,14/03/2020,0,0,0,0,
GUATEMALA,15/03/2020,6,1,0,0,
GUATEMALA,16/03/2020,0,0,0,0,
GUATEMALA,17/03/2020,1,0,0,0,
GUATEMALA,18/03/2020,3,0,0,0,
GUATEMALA,19/03/2020,4,0,0,0,
GUATEMALA,20/03/2020,5,0,0,0,
GUATEMALA,21/03/2020,1,0,0,0,
GUATEMALA,22/03/2020,3,0,0,0,
GUATEMALA,23/03/2020,0,0,0,0,
GUATEMALA,24/03/2020,3,0,0,0,
GUATEMALA,25/03/2020,4,0,4,0,
GUATEMALA,26/03/2020,0,0,1,0,
GUATEMALA,27/03/2020,6,0,0,0,
GUATEMALA,28/03/2020,3,0,5,0,
GUATEMALA,29/03/2020,3,0,0,0,
GUATEMALA,30/03/2020,3,0,0,0,
GUATEMALA,31/03/2020,6,0,2,0,
GUATEMALA,01/04/2020,2,0,0,0,
GUATEMALA,02/04/2020,6,0,0,0,
GUATEMALA,03/04/2020,9,0,0,0,
GUATEMALA,04/04/2020,2,2,3,0,
GUATEMALA,05/04/2020,10,1,0,0,
GUATEMALA,06/04/2020,5,0,2,0,
GUATEMALA,07/04/2020,7,0,0,0,
GUATEMALA,08/04/2020,40,0,0,0,
GUATEMALA,09/04/2020,10,0,0,0,
GUATEMALA,10/04/2020,6,0,2,0,
GUATEMALA,11/04/2020,19,2,0,0,
GUATEMALA,12/04/2020,9,0,0,0,
GUATEMALA,13/04/2020,4,0,0,0,0
GUATEMALA,14/04/2020,8,0,0,0,0
GUATEMALA,15/04/2020,74,0,0,0,0
GUATEMALA,16/04/2020,19,1,2,0,0
GUATEMALA,17/04/2020,7,2,0,0,0
GUATEMALA,18/04/2020,3,1,0,0,0
GUATEMALA,19/04/2020,18,0,1,0,0
GUATEMALA,20/04/2020,13,1,2,0,0
GUATEMALA,21/04/2020,66,1,0,0,0
GUATEMALA,22/04/2020,41,0,1,0,0
GUATEMALA,23/04/2020,43,1,5,0,0
GUATEMALA,24/04/2020,12,0,0,0,0
GUATEMALA,25/04/2020,67,3,15,0,0
GUATEMALA,26/04/2020,17,0,4,0,0
GUATEMALA,27/04/2020,26,0,0,0,0
GUATEMALA,28/04/2020,21,1,13,0,0
GUATEMALA,29/04/2020,35,0,3,0,0
GUATEMALA,30/04/2020,31,0,1,0,0
GUATEMALA,01/05/2020,34,1,6,0,0
GUATEMALA,02/05/2020,6,1,0,0,0
GUATEMALA,03/05/2020,10,1,0,0,0
GUATEMALA,04/05/2020,38,1,7,0,0
GUATEMALA,05/05/2020,21,1,0,0,0
GUATEMALA,06/05/2020,42,1,7,0,0
GUATEMALA,07/05/2020,58,2,4,0,0
GUATEMALA,08/05/2020,28,1,11,0,0
GUATEMALA,09/05/2020,144,0,3,0,0
GUATEMALA,10/05/2020,49,0,6,0,0
GUATEMALA,11/05/2020,64,4,1,0,0
GUATEMALA,12/05/2020,79,2,9,0,0
GUATEMALA,13/05/2020,138,2,1,0,0
GUATEMALA,14/05/2020,175,3,8,0,0
GUATEMALA,15/05/2020,158,2,6,0,0
GUATEMALA,16/05/2020,106,4,3,0,0
GUATEMALA,17/05/2020,87,6,0,0,0
GUATEMALA,18/05/2020,155,6,1,0,0
GUATEMALA,19/05/2020,246,6,16,0,0
GUATEMALA,20/05/2020,211,8,4,0,0
GUATEMALA,21/05/2020,300,9,63,0,0
GUATEMALA,22/05/2020,424,8,0,0,0
GUATEMALA,23/05/2020,269,9,22,0,0
GUATEMALA,24/05/2020,339,13,14,0,0
GUATEMALA,25/05/2020,302,8,16,0,0
GUATEMALA,26/05/2020,257,11,15,0,0
GUATEMALA,27/05/2020,306,13,204,0,0
GUATEMALA,28/05/2020,269,12,72,0,0
GUATEMALA,29/05/2020,211,23,83,0,0
GUATEMALA,30/05/2020,299,12,58,0,0
GUATEMALA,31/05/2020,198,14,29,0,0
GUATEMALA,01/06/2020,279,16,60,0,0
GUATEMALA,02/06/2020,179,14,29,0,0
GUATEMALA,03/06/2020,265,29,105,0,0
GUATEMALA,04/06/2020,411,12,50,0,0
GUATEMALA,05/06/2020,397,16,74,0,0
GUATEMALA,06/06/2020,286,21,60,0,0
GUATEMALA,07/06/2020,316,14,148,0,0
GUATEMALA,08/06/2020,343,25,62,0,0
GUATEMALA,09/06/2020,365,21,90,0,0
GUATEMALA,10/06/2020,431,22,91,0,0
GUATEMALA,11/06/2020,218,29,63,0,0
GUATEMALA,12/06/2020,413,25,135,0,0
GUATEMALA,13/06/2020,96,22,102,0,0
GUATEMALA,14/06/2020,304,21,82,0,0
GUATEMALA,15/06/2020,554,28,80,0,0
GUATEMALA,16/06/2020,718,23,130,0,0
GUATEMALA,17/06/2020,552,22,104,0,0
GUATEMALA,18/06/2020,810,34,90,0,0
GUATEMALA,19/06/2020,486,20,129,0,0
GUATEMALA,20/06/2020,253,15,139,0,0
GUATEMALA,21/06/2020,418,29,153,0,0
GUATEMALA,22/06/2020,779,27,107,0,0
GUATEMALA,23/06/2020,777,28,79,0,0
GUATEMALA,24/06/2020,348,33,33,0,0
GUATEMALA,25/06/2020,1028,30,19,0,0
GUATEMALA,26/06/2020,673,33,79,0,0
GUATEMALA,27/06/2020,571,41,95,0,0
GUATEMALA,28/06/2020,473,43,29,0,0
GUATEMALA,29/06/2020,758,38,18,0,0
GUATEMALA,30/06/2020,1007,29,24,0,0
GUATEMALA,01/07/2020,1132,37,,0,0
GUATEMALA,02/07/2020,1280,38,,0,0
GUATEMALA,03/07/2020,1324,38,,0,0
GUATEMALA,04/07/2020,790,36,,0,0
GUATEMALA,05/07/2020,700,44,,0,0
GUATEMALA,06/07/2020,898,61,,0,0
GUATEMALA,07/07/2020,674,36,,0,0
GUATEMALA,08/07/2020,1238,55,,0,0
GUATEMALA,09/07/2020,1002,49,,0,0
GUATEMALA,10/07/2020,1007,59,,0,0
GUATEMALA,11/07/2020,805,61,,0,0
GUATEMALA,12/07/2020,408,44,,0,0
GUATEMALA,13/07/2020,1220,65,,0,0
GUATEMALA,14/07/2020,1259,37,,0,0
GUATEMALA,15/07/2020,938,39,,0,0
GUATEMALA,16/07/2020,1021,48,,0,0
GUATEMALA,17/07/2020,1191,40,,0,0
GUATEMALA,18/07/2020,666,53,,0,0
GUATEMALA,19/07/2020,340,40,,0,0
GUATEMALA,20/07/2020,1293,50,,0,0
GUATEMALA,21/07/2020,1128,31,,0,0
GUATEMALA,22/07/2020,1073,43,,0,0
GUATEMALA,23/07/2020,1018,34,,0,0
GUATEMALA,24/07/2020,1273,39,,0,0
GUATEMALA,25/07/2020,637,34,,0,0
GUATEMALA,26/07/2020,260,34,,0,0
GUATEMALA,27/07/2020,1207,35,,0,0
GUATEMALA,28/07/2020,1178,29,,0,0
GUATEMALA,29/07/2020,1276,40,,0,0
GUATEMALA,30/07/2020,1002,28,,0,0
GUATEMALA,31/07/2020,1167,21,,0,0
GUATEMALA,01/08/2020,358,28,,0,0
GUATEMALA,02/08/2020,226,43,,0,0
GUATEMALA,03/08/2020,794,29,,0,0
GUATEMALA,04/08/2020,1145,35,,0,0
GUATEMALA,05/08/2020,826,33,,0,0
GUATEMALA,06/08/2020,948,19,,0,0
GUATEMALA,07/08/2020,920,35,,0,0
GUATEMALA,08/08/2020,424,15,,0,0
GUATEMALA,09/08/2020,391,21,,0,0
GUATEMALA,10/08/2020,1005,31,,0,0
GUATEMALA,11/08/2020,1179,29,,0,0
GUATEMALA,12/08/2020,1232,27,,0,0
GUATEMALA,13/08/2020,1138,30,,0,0
GUATEMALA,14/08/2020,894,26,,0,0
GUATEMALA,15/08/2020,339,10,,0,0
GUATEMALA,16/08/2020,310,26,,0,0
GUATEMALA,17/08/2020,914,18,,0,0
GUATEMALA,18/08/2020,1051,35,,0,0
GUATEMALA,19/08/2020,1137,23,,0,0
GUATEMALA,20/08/2020,1061,26,,0,0
GUATEMALA,21/08/2020,944,18,,0,0
GUATEMALA,22/08/2020,334,12,,0,0
GUATEMALA,23/08/2020,341,10,,0,0
GUATEMALA,24/08/2020,1161,22,,,
GUATEMALA,25/08/2020,1091,22,,,
GUATEMALA,26/08/2020,1140,24,,,
GUATEMALA,27/08/2020,1073,7,,,
GUATEMALA,28/08/2020,763,19,,,
GUATEMALA,29/08/2020,233,16,,,
GUATEMALA,30/08/2020,167,10,,,
GUATEMALA,31/08/2020,824,12,,,
MEXICO,28/02/2020,3,0,0,0,0
MEXICO,29/02/2020,1,0,0,0,0
MEXICO,01/03/2020,1,0,0,0,0
MEXICO,02/03/2020,0,0,0,0,0
MEXICO,03/03/2020,0,0,0,0,0
MEXICO,04/03/2020,0,0,0,0,0
MEXICO,05/03/2020,0,0,0,0,0
MEXICO,06/03/2020,1,0,0,0,0
MEXICO,07/03/2020,1,0,0,0,0
MEXICO,08/03/2020,0,0,0,0,0
MEXICO,09/03/2020,0,0,0,0,0
MEXICO,10/03/2020,1,0,0,0,0
MEXICO,11/03/2020,3,0,0,0,0
MEXICO,12/03/2020,4,0,0,0,0
MEXICO,13/03/2020,11,0,0,0,0
MEXICO,14/03/2020,15,0,0,0,0
MEXICO,15/03/2020,12,0,0,0,0
MEXICO,16/03/2020,29,0,0,0,0
MEXICO,17/03/2020,11,0,0,0,0
MEXICO,18/03/2020,25,0,0,0,0
MEXICO,19/03/2020,46,0,3,0,0
MEXICO,20/03/2020,39,2,0,0,0
MEXICO,21/03/2020,48,0,0,0,0
MEXICO,22/03/2020,65,0,0,0,0
MEXICO,23/03/2020,51,2,0,0,0
MEXICO,24/03/2020,38,1,0,0,0
MEXICO,25/03/2020,70,1,0,0,0
MEXICO,26/03/2020,110,2,0,0,0
MEXICO,27/03/2020,132,4,0,0,0
MEXICO,28/03/2020,131,4,0,0,0
MEXICO,29/03/2020,145,4,0,0,0
MEXICO,30/03/2020,101,8,0,0,0
MEXICO,31/03/2020,121,1,0,0,0
MEXICO,01/04/2020,163,8,0,0,0
MEXICO,02/04/2020,132,13,0,0,0
MEXICO,03/04/2020,178,10,0,0,0
MEXICO,04/04/2020,202,19,0,0,0
MEXICO,05/04/2020,253,15,0,0,0
MEXICO,06/04/2020,296,31,0,0,0
MEXICO,07/04/2020,346,16,0,0,0
MEXICO,08/04/2020,396,33,0,0,0
MEXICO,09/04/2020,260,20,0,0,0
MEXICO,10/04/2020,403,39,0,0,0
MEXICO,11/04/2020,375,40,1,0,0
MEXICO,12/04/2020,442,23,1088,0,0
MEXICO,13/04/2020,353,36,242,0,0
MEXICO,14/04/2020,385,74,161,0,0
MEXICO,15/04/2020,448,43,157,0,0
MEXICO,16/04/2020,450,37,169,0,0
MEXICO,17/04/2020,578,60,176,0,0
MEXICO,18/04/2020,622,104,220,0,0
MEXICO,19/04/2020,764,36,240,0,0
MEXICO,20/04/2020,511,26,0,0,0
MEXICO,21/04/2020,729,145,0,0,0
MEXICO,22/04/2020,1043,113,0,0,0
MEXICO,23/04/2020,1089,99,0,0,0
MEXICO,24/04/2020,1239,152,0,0,0
MEXICO,25/04/2020,970,84,4062,0,0
MEXICO,26/04/2020,835,46,1205,0,0
MEXICO,27/04/2020,852,83,732,0,0
MEXICO,28/04/2020,1223,135,768,0,0
MEXICO,29/04/2020,1047,163,769,0,0
MEXICO,30/04/2020,1425,127,800,0,0
MEXICO,01/05/2020,1515,113,954,0,0
MEXICO,02/05/2020,1349,89,1070,0,0
MEXICO,03/05/2020,1383,93,937,0,0
MEXICO,04/05/2020,1434,117,1554,0,0
MEXICO,05/05/2020,1120,236,872,0,0
MEXICO,06/05/2020,1609,197,971,0,0
MEXICO,07/05/2020,1982,257,1072,0,0
MEXICO,08/05/2020,1906,199,1461,0,0
MEXICO,09/05/2020,1938,193,1510,0,0
MEXICO,10/05/2020,1562,112,1276,0,0
MEXICO,11/05/2020,1305,108,1366,0,0
MEXICO,12/05/2020,1997,353,1115,0,0
MEXICO,13/05/2020,1862,294,1409,0,0
MEXICO,14/05/2020,2409,257,1485,0,0
MEXICO,15/05/2020,2437,290,1976,0,0
MEXICO,16/05/2020,2112,278,1397,0,0
MEXICO,17/05/2020,2075,132,1481,0,0
MEXICO,18/05/2020,2414,155,2059,0,0
MEXICO,19/05/2020,2713,334,1937,0,0
MEXICO,20/05/2020,2248,424,1551,0,0
MEXICO,21/05/2020,2973,420,1781,0,0
MEXICO,22/05/2020,2960,479,2068,0,0
MEXICO,23/05/2020,3329,190,2194,0,0
MEXICO,24/05/2020,2764,215,2505,0,0
MEXICO,25/05/2020,2485,239,2466,0,0
MEXICO,26/05/2020,3455,501,2329,0,0
MEXICO,27/05/2020,3463,463,2164,0,0
MEXICO,28/05/2020,3377,447,2255,0,0
MEXICO,29/05/2020,3227,371,2972,0,0
MEXICO,30/05/2020,2885,364,2261,0,0
MEXICO,31/05/2020,3152,151,2455,0,0
MEXICO,01/06/2020,2771,237,3165,0,0
MEXICO,02/06/2020,3891,470,2817,0,0
MEXICO,03/06/2020,3912,1092,2963,0,0
MEXICO,04/06/2020,4442,816,2177,0,0
MEXICO,05/06/2020,4346,625,3142,0,0
MEXICO,06/06/2020,3593,341,2954,0,0
MEXICO,07/06/2020,3484,188,2875,0,0
MEXICO,08/06/2020,2999,354,3798,0,0
MEXICO,09/06/2020,4199,596,3195,0,0
MEXICO,10/06/2020,4883,708,3321,0,0
MEXICO,11/06/2020,4790,587,3331,0,0
MEXICO,12/06/2020,5222,504,3703,0,0
MEXICO,13/06/2020,3494,424,3208,0,0
MEXICO,14/06/2020,4147,269,3135,0,0
MEXICO,15/06/2020,3427,439,4896,0,0
MEXICO,16/06/2020,4599,730,3172,0,0
MEXICO,17/06/2020,4930,770,3177,0,0
MEXICO,18/06/2020,5662,667,3740,0,0
MEXICO,19/06/2020,5030,647,4237,0,0
MEXICO,20/06/2020,4717,387,4354,0,0
MEXICO,21/06/2020,5343,1044,3593,0,0
MEXICO,22/06/2020,4577,759,4839,0,0
MEXICO,23/06/2020,6288,793,4330,0,0
MEXICO,24/06/2020,5437,947,4870,0,0
MEXICO,25/06/2020,6104,736,-32456,0,0
MEXICO,26/06/2020,5441,719,3700,0,0
MEXICO,27/06/2020,4410,602,3235,0,0
MEXICO,28/06/2020,4050,267,3046,0,0
MEXICO,29/06/2020,3805,473,4421,0,0
MEXICO,30/06/2020,5432,648,3693,0,0
MEXICO,01/07/2020,5681,741,3362,0,0
MEXICO,02/07/2020,6741,679,4274,0,0
MEXICO,03/07/2020,6740,654,4612,0,0
MEXICO,04/07/2020,6914,523,5104,0,0
MEXICO,05/07/2020,4683,273,3295,0,0
MEXICO,06/07/2020,4902,480,4053,0,0
MEXICO,07/07/2020,6258,895,3989,0,0
MEXICO,08/07/2020,6995,782,4149,0,0
MEXICO,09/07/2020,7280,730,4435,0,0
MEXICO,10/07/2020,6891,665,4867,0,0
MEXICO,11/07/2020,6094,539,3755,0,0
MEXICO,12/07/2020,4482,276,3912,0,0
MEXICO,13/07/2020,4685,485,4299,0,0
MEXICO,14/07/2020,7051,836,4913,0,0
MEXICO,15/07/2020,6149,579,5153,0,0
MEXICO,16/07/2020,6406,668,4335,0,0
MEXICO,17/07/2020,7257,736,4972,0,0
MEXICO,18/07/2020,7615,578,4570,0,0
MEXICO,19/07/2020,5311,296,4417,0,0
MEXICO,20/07/2020,5172,301,4645,0,0
MEXICO,21/07/2020,6859,915,5097,0,0
MEXICO,22/07/2020,6019,790,4238,0,0
MEXICO,23/07/2020,8438,718,4806,0,0
MEXICO,24/07/2020,7573,737,6483,0,0
MEXICO,25/07/2020,6751,729,4486,0,0
MEXICO,26/07/2020,5480,306,4327,0,0
MEXICO,27/07/2020,4973,342,5272,0,0
MEXICO,28/07/2020,7208,854,4680,0,0
MEXICO,29/07/2020,5752,485,5690,0,0
MEXICO,30/07/2020,7730,639,5040,0,0
MEXICO,31/07/2020,8458,688,6431,0,0
MEXICO,01/08/2020,9556,784,6229,0,0
MEXICO,02/08/2020,4853,274,4547,0,0
MEXICO,03/08/2020,4767,266,6283,0,0
MEXICO,04/08/2020,6148,857,4577,0,0
MEXICO,05/08/2020,6139,829,4454,0,0
MEXICO,06/08/2020,6590,819,4140,0,0
MEXICO,07/08/2020,6717,794,4538,0,0
MEXICO,08/08/2020,6495,695,5252,0,0
MEXICO,09/08/2020,4376,292,3827,0,0
MEXICO,10/08/2020,5558,705,5528,0,0
MEXICO,11/08/2020,6686,926,4807,0,0
MEXICO,12/08/2020,5858,737,3835,0,0
MEXICO,13/08/2020,7371,627,4872,0,0
MEXICO,14/08/2020,5618,615,4146,0,0
MEXICO,15/08/2020,6345,635,5719,0,0
MEXICO,16/08/2020,4448,214,3729,0,0
MEXICO,17/08/2020,3571,266,4246,0,0
MEXICO,18/08/2020,5506,751,3960,0,0
MEXICO,19/08/2020,5792,707,4230,0,0
MEXICO,20/08/2020,6775,625,4101,0,0
MEXICO,21/08/2020,5928,504,4771,0,0
MEXICO,22/08/2020,6482,644,4083,0,0
MEXICO,23/08/2020,3948,226,3380,0,0
MEXICO,24/08/2020,3541,320,5252,,
MEXICO,25/08/2020,4916,650,3977,,
MEXICO,26/08/2020,5267,626,3657,,
MEXICO,27/08/2020,6026,518,3721,,
MEXICO,28/08/2020,5824,552,4188,,
MEXICO,29/08/2020,5974,673,4460,,
MEXICO,30/08/2020,4129,339,3453,,
MEXICO,31/08/2020,3719,256,4158,,
PERU,06/03/2020,1,0,0,,
PERU,07/03/2020,5,0,0,,
PERU,08/03/2020,1,0,0,,
PERU,09/03/2020,2,0,0,,
PERU,10/03/2020,2,0,0,,
PERU,11/03/2020,6,0,0,,
PERU,12/03/2020,5,0,0,,
PERU,13/03/2020,16,0,0,,
PERU,14/03/2020,5,0,0,,
PERU,15/03/2020,28,0,0,,
PERU,16/03/2020,15,0,0,,
PERU,17/03/2020,31,0,0,,
PERU,18/03/2020,28,0,0,,
PERU,19/03/2020,89,2,1,,
PERU,20/03/2020,29,2,0,,
PERU,21/03/2020,55,1,0,,
PERU,22/03/2020,45,0,0,,
PERU,23/03/2020,32,0,0,,
PERU,24/03/2020,21,2,0,,
PERU,25/03/2020,64,2,0,,
PERU,26/03/2020,100,0,13,,
PERU,27/03/2020,55,2,0,,
PERU,28/03/2020,36,5,2,,
PERU,29/03/2020,181,2,0,,
PERU,30/03/2020,98,6,37,,
PERU,31/03/2020,115,6,341,,
PERU,01/04/2020,258,17,53,,
PERU,02/04/2020,91,8,90,,
PERU,03/04/2020,181,6,90,,
PERU,04/04/2020,151,0,287,,
PERU,05/04/2020,535,22,75,,
PERU,06/04/2020,280,9,8,,
PERU,07/04/2020,393,15,234,,
PERU,08/04/2020,1388,14,102,,
PERU,09/04/2020,914,17,105,,
PERU,10/04/2020,641,31,131,,
PERU,11/04/2020,951,12,170,,
PERU,12/04/2020,671,12,59,,
PERU,13/04/2020,2265,23,844,,
PERU,14/04/2020,519,14,227,,
PERU,15/04/2020,1172,24,239,,
PERU,16/04/2020,1016,20,3012,,
PERU,17/04/2020,998,26,421,,
PERU,18/04/2020,931,48,143,,
PERU,19/04/2020,1208,52,127,,
PERU,20/04/2020,697,45,157,,
PERU,21/04/2020,1512,39,14,,
PERU,22/04/2020,1413,46,45,,
PERU,23/04/2020,1664,42,395,,
PERU,24/04/2020,734,62,74,,
PERU,25/04/2020,3683,66,301,,
PERU,26/04/2020,2186,28,291,,
PERU,27/04/2020,1182,54,337,,
PERU,28/04/2020,2491,72,754,,
PERU,29/04/2020,2741,89,858,,
PERU,30/04/2020,3045,108,368,,
PERU,01/05/2020,3483,73,724,,
PERU,02/05/2020,2075,76,1305,,
PERU,03/05/2020,3394,86,1116,,
PERU,04/05/2020,1444,58,877,,
PERU,05/05/2020,3817,100,986,,
PERU,06/05/2020,3628,89,2114,,
PERU,07/05/2020,3709,94,861,,
PERU,08/05/2020,3321,87,624,,
PERU,09/05/2020,3168,100,1234,,
PERU,10/05/2020,2292,75,1103,,
PERU,11/05/2020,1515,72,1057,,
PERU,12/05/2020,3237,96,918,,
PERU,13/05/2020,4247,112,1000,,
PERU,14/05/2020,4298,98,827,,
PERU,15/05/2020,3891,125,1996,,
PERU,16/05/2020,4046,131,1125,,
PERU,17/05/2020,3732,125,349,,
PERU,18/05/2020,2660,141,1685,,
PERU,19/05/2020,4550,125,6218,,
PERU,20/05/2020,4537,110,5444,,
PERU,21/05/2020,4749,124,1619,,
PERU,22/05/2020,2929,96,1261,,
PERU,23/05/2020,4056,129,3067,,
PERU,24/05/2020,4205,83,1880,,
PERU,25/05/2020,4020,173,1154,,
PERU,26/05/2020,5772,159,1957,,
PERU,27/05/2020,6154,195,3263,,
PERU,28/05/2020,5874,116,3273,,
PERU,29/05/2020,6506,131,3349,,
PERU,30/05/2020,7386,141,3656,,
PERU,31/05/2020,8805,135,761,,
PERU,01/06/2020,5563,128,1299,,
PERU,02/06/2020,4845,133,750,,
PERU,03/06/2020,4030,127,3062,,
PERU,04/06/2020,4284,137,3909,,
PERU,05/06/2020,4202,131,2986,,
PERU,06/06/2020,4358,139,3517,,
